TIMING,TYPE,NOTE_TYPE,ANGLE,EVENT_TYPE,DURATION,VALUE0,VALUE1,VALUE2,VALUE3,VALUE4
104907,0,0,90,,,,,,,
105180,0,0,90,,,,,,,
105453,0,0,90,,,,,,,
105816,0,0,90,,,,,,,
105998,0,0,90,,,,,,,
106180,0,0,90,,,,,,,
106362,0,0,90,,,,,,,
106362,0,0,90,,,,,,,
106635,0,0,90,,,,,,,
106907,0,0,90,,,,,,,
107089,0,0,90,,,,,,,
107089,0,0,90,,,,,,,
107453,0,0,90,,,,,,,
107816,0,0,90,,,,,,,
107816,0,0,90,,,,,,,
108180,0,0,90,,,,,,,
108544,0,0,90,,,,,,,
108544,0,0,90,,,,,,,
108907,0,0,90,,,,,,,
109271,0,0,90,,,,,,,
109271,0,0,90,,,,,,,
109635,0,0,90,,,,,,,
109998,0,0,90,,,,,,,
109998,0,0,90,,,,,,,
110362,0,0,90,,,,,,,
110725,0,0,90,,,,,,,
110725,0,0,90,,,,,,,
111089,0,0,90,,,,,,,
111453,0,0,90,,,,,,,
111453,0,0,90,,,,,,,
111816,0,0,90,,,,,,,
112180,0,0,90,,,,,,,
112180,0,0,90,,,,,,,
112544,0,0,90,,,,,,,
112907,0,0,90,,,,,,,
112907,0,0,90,,,,,,,
113089,0,0,90,,,,,,,
113271,0,0,90,,,,,,,
113453,0,0,90,,,,,,,
113635,0,0,90,,,,,,,
113635,0,0,90,,,,,,,
113816,0,0,90,,,,,,,
113998,0,0,90,,,,,,,
114180,0,0,90,,,,,,,
114362,0,0,90,,,,,,,
114362,0,0,90,,,,,,,
114544,0,0,90,,,,,,,
114725,0,0,90,,,,,,,
114907,0,0,90,,,,,,,
115089,0,0,90,,,,,,,
115089,0,0,90,,,,,,,
115271,0,0,90,,,,,,,
115453,0,0,90,,,,,,,
115635,0,0,90,,,,,,,
115816,0,0,90,,,,,,,
115998,0,0,90,,,,,,,
116180,0,0,90,,,,,,,
116362,0,0,90,,,,,,,
116544,0,0,90,,,,,,,
116725,0,0,90,,,,,,,
116907,0,0,90,,,,,,,
117089,0,0,90,,,,,,,
117271,0,0,90,,,,,,,
117271,0,0,90,,,,,,,
117453,0,0,90,,,,,,,
117635,0,0,90,,,,,,,
117816,0,0,90,,,,,,,
117998,0,0,90,,,,,,,
117998,0,0,90,,,,,,,
118362,0,0,90,,,,,,,
118725,0,0,90,,,,,,,
119089,0,0,90,,,,,,,
119089,0,0,90,,,,,,,
120180,0,0,90,,,,,,,
120544,0,0,90,,,,,,,
120544,0,0,90,,,,,,,
121635,0,0,90,,,,,,,
121998,0,0,90,,,,,,,
121998,0,0,90,,,,,,,
122180,0,0,90,,,,,,,
122362,0,0,90,,,,,,,
122544,0,0,90,,,,,,,
122725,0,0,90,,,,,,,
122907,0,0,90,,,,,,,
123453,0,0,90,,,,,,,
123453,0,0,90,,,,,,,
123635,0,0,90,,,,,,,
123998,0,0,90,,,,,,,
123998,0,0,90,,,,,,,
124180,0,0,90,,,,,,,
124362,0,0,90,,,,,,,
124907,0,0,90,,,,,,,
124907,0,0,90,,,,,,,
125998,0,0,90,,,,,,,
126362,0,0,90,,,,,,,
126362,0,0,90,,,,,,,
127816,0,0,90,,,,,,,
127816,0,0,90,,,,,,,
127998,0,0,90,,,,,,,
128180,0,0,90,,,,,,,
128362,0,0,90,,,,,,,
128544,0,0,90,,,,,,,
128725,0,0,90,,,,,,,
129089,0,0,90,,,,,,,
129089,0,0,90,,,,,,,
130362,0,0,90,,,,,,,
130544,0,0,90,,,,,,,
130635,0,0,90,,,,,,,
130725,0,0,90,,,,,,,
130816,0,0,90,,,,,,,
130907,0,0,90,,,,,,,
130998,0,0,90,,,,,,,
131089,0,0,90,,,,,,,
131089,0,0,90,,,,,,,
131362,0,0,90,,,,,,,
131635,0,0,90,,,,,,,
131998,0,0,90,,,,,,,
131998,0,0,90,,,,,,,
132180,0,0,90,,,,,,,
132362,0,0,90,,,,,,,
132544,0,0,90,,,,,,,
132544,0,0,90,,,,,,,
132816,0,0,90,,,,,,,
133089,0,0,90,,,,,,,
133271,0,0,90,,,,,,,
133453,0,0,90,,,,,,,
133544,0,0,90,,,,,,,
133635,0,0,90,,,,,,,
133725,0,0,90,,,,,,,
133816,0,0,90,,,,,,,
133907,0,0,90,,,,,,,
133998,0,0,90,,,,,,,
133998,0,0,90,,,,,,,
134271,0,0,90,,,,,,,
134544,0,0,90,,,,,,,
134907,0,0,90,,,,,,,
134907,0,0,90,,,,,,,
135089,0,0,90,,,,,,,
135271,0,0,90,,,,,,,
135453,0,0,90,,,,,,,
135453,0,0,90,,,,,,,
135725,0,0,90,,,,,,,
135998,0,0,90,,,,,,,
136180,0,0,90,,,,,,,
136362,0,0,90,,,,,,,
136453,0,0,90,,,,,,,
136544,0,0,90,,,,,,,
136635,0,0,90,,,,,,,
136725,0,0,90,,,,,,,
136816,0,0,90,,,,,,,
136907,0,0,90,,,,,,,
136907,0,0,90,,,,,,,
137180,0,0,90,,,,,,,
137453,0,0,90,,,,,,,
137816,0,0,90,,,,,,,
137816,0,0,90,,,,,,,
137998,0,0,90,,,,,,,
138180,0,0,90,,,,,,,
138362,0,0,90,,,,,,,
138362,0,0,90,,,,,,,
138635,0,0,90,,,,,,,
138907,0,0,90,,,,,,,
139089,0,0,90,,,,,,,
139271,0,0,90,,,,,,,
139362,0,0,90,,,,,,,
139453,0,0,90,,,,,,,
139544,0,0,90,,,,,,,
139635,0,0,90,,,,,,,
139725,0,0,90,,,,,,,
139816,0,0,90,,,,,,,
139816,0,0,90,,,,,,,
140089,0,0,90,,,,,,,
140362,0,0,90,,,,,,,
140725,0,0,90,,,,,,,
140725,0,0,90,,,,,,,
140907,0,0,90,,,,,,,
141089,0,0,90,,,,,,,
141271,0,0,90,,,,,,,
141271,0,0,90,,,,,,,
141544,0,0,90,,,,,,,
141816,0,0,90,,,,,,,
141998,0,0,90,,,,,,,
141998,0,0,90,,,,,,,
142180,0,0,90,,,,,,,
142362,0,0,90,,,,,,,
142544,0,0,90,,,,,,,
142725,0,0,90,,,,,,,
142725,0,0,90,,,,,,,
142998,0,0,90,,,,,,,
143180,0,0,90,,,,,,,
143453,0,0,90,,,,,,,
143635,0,0,90,,,,,,,
143816,0,0,90,,,,,,,
144180,0,0,90,,,,,,,
144180,0,0,90,,,,,,,
144544,0,0,90,,,,,,,
144725,0,0,90,,,,,,,
144907,0,0,90,,,,,,,
144907,0,0,90,,,,,,,
145089,0,0,90,,,,,,,
145271,0,0,90,,,,,,,
145453,0,0,90,,,,,,,
145635,0,0,90,,,,,,,
145635,0,0,90,,,,,,,
145816,0,0,90,,,,,,,
145998,0,0,90,,,,,,,
146180,0,0,90,,,,,,,
146362,0,0,90,,,,,,,
146362,0,0,90,,,,,,,
146544,0,0,90,,,,,,,
146725,0,0,90,,,,,,,
146907,0,0,90,,,,,,,
147089,0,0,90,,,,,,,
147089,0,0,90,,,,,,,
147453,0,0,90,,,,,,,
147816,0,0,90,,,,,,,
147816,0,0,90,,,,,,,
147998,0,0,90,,,,,,,
148180,0,0,90,,,,,,,
148362,0,0,90,,,,,,,
148544,0,0,90,,,,,,,
148544,0,0,90,,,,,,,
148907,0,0,90,,,,,,,
149089,0,0,90,,,,,,,
149271,0,0,90,,,,,,,
149271,0,0,90,,,,,,,
149453,0,0,90,,,,,,,
149635,0,0,90,,,,,,,
149998,0,0,90,,,,,,,
149998,0,0,90,,,,,,,
150362,0,0,90,,,,,,,
150544,0,0,90,,,,,,,
150725,0,0,90,,,,,,,
150725,0,0,90,,,,,,,
150907,0,0,90,,,,,,,
151089,0,0,90,,,,,,,
151271,0,0,90,,,,,,,
151453,0,0,90,,,,,,,
151453,0,0,90,,,,,,,
151635,0,0,90,,,,,,,
151816,0,0,90,,,,,,,
151998,0,0,90,,,,,,,
152180,0,0,90,,,,,,,
152180,0,0,90,,,,,,,
152362,0,0,90,,,,,,,
152544,0,0,90,,,,,,,
152725,0,0,90,,,,,,,
152907,0,0,90,,,,,,,
152907,0,0,90,,,,,,,
153271,0,0,90,,,,,,,
153635,0,0,90,,,,,,,
153635,0,0,90,,,,,,,
153816,0,0,90,,,,,,,
153998,0,0,90,,,,,,,
154180,0,0,90,,,,,,,
154362,0,0,90,,,,,,,
154362,0,0,90,,,,,,,
155089,0,0,90,,,,,,,
155271,0,0,90,,,,,,,
155453,0,0,90,,,,,,,
155635,0,0,90,,,,,,,
155816,0,0,90,,,,,,,
155816,0,0,90,,,,,,,
155998,0,0,90,,,,,,,
156180,0,0,90,,,,,,,
156362,0,0,90,,,,,,,
156544,0,0,90,,,,,,,
156544,0,0,90,,,,,,,
156725,0,0,90,,,,,,,
156907,0,0,90,,,,,,,
157089,0,0,90,,,,,,,
157271,0,0,90,,,,,,,
157271,0,0,90,,,,,,,
157635,0,0,90,,,,,,,
157816,0,0,90,,,,,,,
157998,0,0,90,,,,,,,
157998,0,0,90,,,,,,,
158180,0,0,90,,,,,,,
158362,0,0,90,,,,,,,
158544,0,0,90,,,,,,,
158725,0,0,90,,,,,,,
158725,0,0,90,,,,,,,
158907,0,0,90,,,,,,,
159089,0,0,90,,,,,,,
159271,0,0,90,,,,,,,
159453,0,0,90,,,,,,,
159453,0,0,90,,,,,,,
159635,0,0,90,,,,,,,
159816,0,0,90,,,,,,,
159998,0,0,90,,,,,,,
160180,0,0,90,,,,,,,
160180,0,0,90,,,,,,,
160362,0,0,90,,,,,,,
160544,0,0,90,,,,,,,
160635,0,0,90,,,,,,,
160907,0,0,90,,,,,,,
160907,0,0,90,,,,,,,
161089,0,0,90,,,,,,,
161271,0,0,90,,,,,,,
161453,0,0,90,,,,,,,
161635,0,0,90,,,,,,,
161635,0,0,90,,,,,,,
161816,0,0,90,,,,,,,
161998,0,0,90,,,,,,,
161998,0,0,90,,,,,,,
162180,0,0,90,,,,,,,
